model_id	插电式混动	柴油	汽油	油电混合	纯电动
376			True		
204			True		
438			True		
316			True		
2578			True		
3857			True		
4869			True		
4246			True		
2743			True		
4473			True		
4080			True		
4665			True		
2062			True		
537			True		
482			True	True	
2297			True		
804			True		True
853			True		
2109			True		
797			True		
791			True		
25			True		
24			True		
3131			True		
458			True		
873			True		
483			True		
668			True		
128			True		
2768			True		
4147			True		
4807			True		
3008			True		
377			True		
580			True		
325			True		
651			True		
382			True		
519			True		
3290			True		
2962			True		
3171			True		
4690			True		
4453			True		
4217			True		
4986			True		
772			True		
3013			True		
5083			True		
4120			True		
3064		True	True		
5244			True		
4686			True		
4241		True	True		
3192			True		
287			True		
2417			True	True	
285			True	True	
286			True		
2557			True		
414			True		
620			True		
1004			True		
2751			True		
3486			True		
3487			True		
139		True	True		
3372		True	True		
2214			True		
141			True		
485		True	True		
4684			True		
4336			True		
4151			True		
4758			True		
5107			True		
5185			True		
5108			True		
5186			True		
343			True		
211			True		
506			True		
13			True		
345		True	True		
3393			True		
3392		True	True	True	
3389			True		
3390			True		
3391			True		
463			True		
693			True		
3158			True		
4206			True		
5198			True		
3411			True		
3420			True		
2678			True		
2190			True		
4029			True		
177			True		
3689			True		
494			True		
981			True		
406			True		
4408			True		
2139			True		
5174			True		
2451			True		
3657			True		
2456			True		
4270			True		
2855			True		
4884			True		
3946			True		
2506			True		
3570			True		
4253			True		
4631			True		
4252			True		
3935		True	True		
2834		True	True		
613			True		
909		True	True		
2539		True	True		
2538			True		
3306			True		
3882			True		
3969			True		
3653			True		
959			True		
2115			True		
4107			True		
4222			True		
586			True		
4817			True		
3959			True		
4833			True		
3073			True		
3672			True		
4615			True		
3292			True		
358			True		
1007			True		
2927			True		
3415			True		
431			True		
2764			True		
814			True		
51			True		
690			True		
866			True		
50			True		
429			True		
2256			True		
3164		True	True		
131			True		
594			True		
127			True		
510			True		
2117			True		
457			True		
252			True		
756			True		
163			True		
5008			True		
657			True		
4105			True		
4882			True		
4031			True		
3335			True		
4235			True		
3923			True		
2313			True		
2583			True		
2348			True		
420			True		
439			True		
397			True		
678			True		
2362			True		
2405			True		
2945			True		
98			True		
3873			True		
792			True		
4043			True		
3429			True		
4685			True		
4370			True		
476			True		
639			True		
293			True		
388			True		
230			True		
232			True		
473			True		
440			True		
2473			True		
4516			True		
3090			True		
3553			True		
3591			True		
2992			True	True	
3097			True		
3535			True		
3652			True		
3100			True		
3201			True		
3099			True		
383			True		
581			True	True	
605			True		
122			True		
2400			True		
416			True		
3202			True		
2716			True		
878			True		
2781			True		
4404			True		
3979			True		
4405			True		
3081			True		
4680			True		
106			True		
444			True		
879			True		
104			True		
101			True		
3824			True		
4754			True		
2469			True		
2468			True		
3775			True		
3776			True		
3052			True		
2526			True		
2525			True		
2465			True		
3459			True		
2131			True		
913			True		
2464			True		
2870			True		
2603		True	True		
4434			True		
2888			True		
3765			True		
4425			True		
2378			True		
2445			True		
2440			True		
939			True		
2228		True	True		
3777			True		
4670			True		
4484		True	True		
3087			True		
424			True		
2828			True		
3878			True		
2323			True		
3530			True		
4498			True		
4503			True		
2294			True		
3289			True		
2999			True		
2770			True		
2857			True		
2998			True		
860			True		
523			True		
825			True		
411			True		
130			True		
490			True		
4371			True		
4317			True		
3627			True		
2333			True		
3793			True		
3899			True		
4417			True		
4092			True		
4070			True		
2334			True		
4385			True		
3852			True		
4737			True		
2230			True		
3002			True		
2161			True		
2171			True		
2337			True		
3425			True		
558			True		
663			True		
2336			True		
708			True		
2480			True		
2658			True		
3644			True		
4178		True	True		
2519		True	True		
3881		True	True		
2850			True		
627		True	True		
2081		True	True		
2143			True		
2522		True	True		
2613		True	True		
3215		True	True		
2564		True			
3790		True			
4560		True			
2839		True			
2707		True			
3243		True			
3235		True			
4162		True			
2652		True			
4931		True			
3549		True			
3432		True			True
4656		True			
2608		True			True
5192		True			
5258		True			
3132		True			
3536		True			
3576		True			
3562		True			
4775		True			
3564		True			
3613		True			
4855		True			
2533		True			
2532		True			
4580		True			
2531		True			
4909		True			
371				True	
3718				True	
3016				True	
2063				True	
2623				True	
524				True	
2641				True	
2061				True	
3043				True	
2388	True				True
4776					True
5238					True
5009					True
4972	True				True
2761	True				True
5064					True
4353					True
5279	True				True
3430	True				True
831					True
4394	True				True
3993					True
4890					True
4584					True
4950					True
4264					True
5059					True
3884					True
5058					True
4015					True
5095					True
5021					True
5022					True
3533					True
3537					True
4104					True
4403					True
4488					True
4409					True
4861					True
4380					True
4981					True
4343					True
4445					True
4341					True
5002					True
4499					True
4698					True
5181					True
5343					True
4892					True
4450					True
4355					True
4330					True
4614					True
4418					True
4858					True
5001					True
4740					True
4953					True
4278					True
5312					True
4801					True
5368					True
4421					True
3119					True
5257					True
4632					True
4461					True
4944					True
5015					True
4755					True
4238					True
5339					True
5156					True
4612					True
4530					True
4793					True
4932					True
5026					True
4291					True
4556					True
5233					True
4789					True
4459					True
4156					True
4339					True
4131					True
3638					True
4318					True
4495					True
4836					True
4065					True
4066					True
4416					True
4419					True
4877					True
4879					True
4170					True
4342	True				True
4852					True
4251					True
4088					True
5223					True
4628					True
5013					True
4444					True
5012					True
3395					True
3961					True
4922					True
4995					True
3681					True
4149					True
4388					True
4949					True
4375					True
4765					True
4777					True
3885					True
4601					True
4983					True
4897					True
4478					True
4477					True
4854					True
4482					True
4622					True
4428					True
4112					True
5358					True
5359					True
5360					True
4773					True
4977					True
4873					True
4332					True
4329					True
5027					True
4522					True
4509					True
4677					True
4589					True
4955					True
4948					True
3488					True
4470					True
4826					True
4678					True
3879					True
5078					True
5096					True
4218					True
4262					True
4624					True
3648					True
3920					True
4973					True
5183					True
2955					True
4161					True
4160					True
4994					True
4748					True
3835					True
3836					True
3820					True
4766					True
4554					True
4240	True				True
4653					True
2779					True
4479					True
4878					True
4338					True
5120					True
5077					True
4566					True
4567					True
4568					True
5346					True
4078					True
2357					True
2664					True
2805					True
4997					True
4265					True
4881					True
4427					True
4652					True
4657					True
4963					True
4496					True
4489					True
4781					True
4415					True
4945					True
4633					True
3906					True
4510					True
4320					True
4321					True
5299					True
4574					True
4508					True
4309					True
3575					True
3779					True
3529					True
4327					True
4757					True
4038					True
3237					True
3827					True
4597					True
3497					True
3706					True
4526	True				
4460	True				
4325	True				
4349	True				
4346	True				
4350	True				
4356	True				
4345	True				
4348	True				
2387	True				
4239	True				
4831	True				
4333	True				
4322	True				
4324	True				
2073	True				
4714	True				
4741	True				
4904	True				
4746	True				
5029	True				
4799	True				
4837	True				
4832	True				
4386	True				
912	True				
4340	True				
4431	True				
4255	True				
4256	True				
4613	True				
4679	True				
4756	True				
5122	True				
5010	True				
5055	True				
4334	True				
4604	True				
4579	True				
4569	True				
4840	True				
4974	True				
4605	True				
4581	True				
4223	True				
5188	True				
4834	True				
4263	True				
3977	True				
3978	True				
4864	True				
4609	True				
4335	True				
4337	True				
4441	True				
4654	True				
4146	True				
